country_code,country,year,population,age_range,rate_type,suicide_rate,lower_bound,upper_bound
204,Benin,2019,Total,75 to 84 years,RATE_PER_100000,56.53,,
204,Benin,2019,Female,25 to 34 years,RATE_PER_100000,3.3,,
204,Benin,2019,Female,30 to 49 years,RATE_PER_100000,4.3,,
204,Benin,2019,Female,55 to 64 years,RATE_PER_100000,14.8,,
204,Benin,2019,Female,85 plus years,RATE_PER_100000,64.07,,
204,Benin,2019,Male,15 to 19 years,RATE_PER_100000,6.42,,
204,Benin,2019,Male,15 to 29 years,RATE_PER_100000,9.26,,
204,Benin,2019,Male,25 to 34 years,RATE_PER_100000,13.29,,
204,Benin,2019,Male,55 to 64 years,RATE_PER_100000,43.8,,
204,Benin,2019,Male,85 plus years,RATE_PER_100000,236.45,,
854,Burkina Faso,2019,Total,15 to 19 years,RATE_PER_100000,4.32,,
854,Burkina Faso,2019,Total,25 to 34 years,RATE_PER_100000,7.85,,
854,Burkina Faso,2019,Total,45 to 54 years,RATE_PER_100000,21.95,,
854,Burkina Faso,2019,Total,55 to 64 years,RATE_PER_100000,34.37,,
854,Burkina Faso,2019,Total,85 plus years,RATE_PER_100000,218.2,,
854,Burkina Faso,2019,Female,15 to 19 years,RATE_PER_100000,2.66,,
854,Burkina Faso,2019,Female,15 to 24 years,RATE_PER_100000,2.87,,
854,Burkina Faso,2019,Female,75 to 84 years,RATE_PER_100000,33.92,,
8,Albania,2019,Total,Total years,RATE_PER_100000,4.34,2.42,6.66
8,Albania,2019,Female,15 to 29 years,RATE_PER_100000,3.93,,
8,Albania,2019,Female,45 to 54 years,RATE_PER_100000,1.89,,
8,Albania,2019,Female,55 to 64 years,RATE_PER_100000,1.65,,
854,Burkina Faso,2019,Total,15 to 24 years,RATE_PER_100000,5.04,,
854,Burkina Faso,2019,Total,15 to 29 years,RATE_PER_100000,5.68,,
854,Burkina Faso,2019,Total,Total years,RATE_PER_100000,7.48,4.36,11.8368
854,Burkina Faso,2019,Female,15 to 29 years,RATE_PER_100000,3.13,,
8,Albania,2019,Female,Total years,RATE_PER_100000,2.68,1.74,3.94
8,Albania,2019,Male,35 to 44 years,RATE_PER_100000,8.39,,
8,Albania,2019,Male,55 to 64 years,RATE_PER_100000,7.89,,
8,Albania,2019,Male,75 to 84 years,RATE_PER_100000,11.12,,
56,Belgium,2019,Total,35 to 44 years,RATE_PER_100000,20.74,,
56,Belgium,2019,Total,Total years,RATE_PER_100000,18.2944,14.8965,22.0969
56,Belgium,2019,Male,35 to 44 years,RATE_PER_100000,30.24,,
56,Belgium,2019,Male,55 to 64 years,RATE_PER_100000,37.42,,
204,Benin,2019,Total,15 to 29 years,RATE_PER_100000,6.17,,
204,Benin,2019,Total,35 to 44 years,RATE_PER_100000,11.17,,
204,Benin,2019,Total,45 to 54 years,RATE_PER_100000,19.55,,
204,Benin,2019,Total,65 to 74 years,RATE_PER_100000,42.61,,
204,Benin,2019,Female,35 to 44 years,RATE_PER_100000,4.26,,
204,Benin,2019,Female,75 to 84 years,RATE_PER_100000,31.77,,
204,Benin,2019,Male,45 to 54 years,RATE_PER_100000,31.93,,
204,Benin,2019,Male,Total years,RATE_PER_100000,11.8045,6.97,19.1288
854,Burkina Faso,2019,Total,30 to 49 years,RATE_PER_100000,11.72,,
854,Burkina Faso,2019,Total,35 to 44 years,RATE_PER_100000,11.46,,
854,Burkina Faso,2019,Total,65 to 74 years,RATE_PER_100000,54.17,,
854,Burkina Faso,2019,Total,75 to 84 years,RATE_PER_100000,70.02,,
854,Burkina Faso,2019,Female,30 to 49 years,RATE_PER_100000,4.51,,
854,Burkina Faso,2019,Female,45 to 54 years,RATE_PER_100000,7.87,,
854,Burkina Faso,2019,Female,65 to 74 years,RATE_PER_100000,26.92,,
854,Burkina Faso,2019,Female,85 plus years,RATE_PER_100000,96.31,,
954,Americas,2019,Total,Total years,RATE_PER_100000,9.64,8.36,13.133
954,Americas,2019,Female,Total years,RATE_PER_100000,4.38,3.78,6.12
784,United Arab Emirates,2019,Female,55 to 64 years,RATE_PER_100000,3.7,,
784,United Arab Emirates,2019,Female,65 to 74 years,RATE_PER_100000,1.67,,
784,United Arab Emirates,2019,Female,85 plus years,RATE_PER_100000,20.73,,
784,United Arab Emirates,2019,Male,15 to 19 years,RATE_PER_100000,3.82,,
32,Argentina,2019,Female,30 to 49 years,RATE_PER_100000,3.64,,
32,Argentina,2019,Female,55 to 64 years,RATE_PER_100000,3.79,,
32,Argentina,2019,Female,75 to 84 years,RATE_PER_100000,3.22,,
32,Argentina,2019,Male,15 to 29 years,RATE_PER_100000,17.98,,
32,Argentina,2019,Male,45 to 54 years,RATE_PER_100000,15.8,,
32,Argentina,2019,Male,Total years,RATE_PER_100000,13.6713,10.9159,16.8207
51,Armenia,2019,Total,55 to 64 years,RATE_PER_100000,4.85,,
51,Armenia,2019,Female,35 to 44 years,RATE_PER_100000,0.56,,
51,Armenia,2019,Male,45 to 54 years,RATE_PER_100000,8.52,,
28,Antigua and Barbuda,2019,Total,15 to 24 years,RATE_PER_100000,0,,
854,Burkina Faso,2019,Female,25 to 34 years,RATE_PER_100000,3.75,,
854,Burkina Faso,2019,Male,35 to 44 years,RATE_PER_100000,18.68,,
50,Bangladesh,2019,Total,15 to 19 years,RATE_PER_100000,4.2,,
50,Bangladesh,2019,Total,15 to 29 years,RATE_PER_100000,4.44,,
28,Antigua and Barbuda,2019,Total,65 to 74 years,RATE_PER_100000,0,,
28,Antigua and Barbuda,2019,Total,85 plus years,RATE_PER_100000,0,,
28,Antigua and Barbuda,2019,Female,30 to 49 years,RATE_PER_100000,0,,
28,Antigua and Barbuda,2019,Male,15 to 24 years,RATE_PER_100000,0,,
28,Antigua and Barbuda,2019,Male,35 to 44 years,RATE_PER_100000,0,,
28,Antigua and Barbuda,2019,Male,65 to 74 years,RATE_PER_100000,0,,
28,Antigua and Barbuda,2019,Male,85 plus years,RATE_PER_100000,0,,
36,Australia,2019,Total,15 to 29 years,RATE_PER_100000,12.29,,
36,Australia,2019,Total,30 to 49 years,RATE_PER_100000,17.41,,
854,Burkina Faso,2019,Male,15 to 19 years,RATE_PER_100000,5.92,,
854,Burkina Faso,2019,Male,15 to 29 years,RATE_PER_100000,8.15,,
854,Burkina Faso,2019,Male,45 to 54 years,RATE_PER_100000,37.55,,
50,Bangladesh,2019,Total,25 to 34 years,RATE_PER_100000,4.41,,
50,Bangladesh,2019,Total,35 to 44 years,RATE_PER_100000,4.26,,
50,Bangladesh,2019,Total,75 to 84 years,RATE_PER_100000,10.27,,
50,Bangladesh,2019,Total,85 plus years,RATE_PER_100000,19.53,,
50,Bangladesh,2019,Total,Total years,RATE_PER_100000,3.68,2.26,5.72
50,Bangladesh,2019,Female,15 to 29 years,RATE_PER_100000,2.63,,
50,Bangladesh,2019,Female,25 to 34 years,RATE_PER_100000,1.68,,
50,Bangladesh,2019,Female,45 to 54 years,RATE_PER_100000,2.13,,
50,Bangladesh,2019,Female,85 plus years,RATE_PER_100000,5.11,,
36,Australia,2019,Total,55 to 64 years,RATE_PER_100000,16.15,,
36,Australia,2019,Total,65 to 74 years,RATE_PER_100000,11.39,,
36,Australia,2019,Total,85 plus years,RATE_PER_100000,16.05,,
36,Australia,2019,Total,Total years,RATE_PER_100000,12.4975,10.2104,17.3243
36,Australia,2019,Female,30 to 49 years,RATE_PER_100000,8.11,,
36,Australia,2019,Female,55 to 64 years,RATE_PER_100000,7.78,,
36,Australia,2019,Female,75 to 84 years,RATE_PER_100000,8.77,,
36,Australia,2019,Female,85 plus years,RATE_PER_100000,9.05,,
50,Bangladesh,2019,Female,Total years,RATE_PER_100000,1.65,0.962,2.6
50,Bangladesh,2019,Male,15 to 29 years,RATE_PER_100000,6.21,,
50,Bangladesh,2019,Male,25 to 34 years,RATE_PER_100000,7.18,,
50,Bangladesh,2019,Male,30 to 49 years,RATE_PER_100000,7.14,,
50,Bangladesh,2019,Male,35 to 44 years,RATE_PER_100000,6.72,,
50,Bangladesh,2019,Male,45 to 54 years,RATE_PER_100000,8.26,,
50,Bangladesh,2019,Male,85 plus years,RATE_PER_100000,37.65,,
100,Bulgaria,2019,Total,25 to 34 years,RATE_PER_100000,6.42,,
50,Bangladesh,2019,Total,45 to 54 years,RATE_PER_100000,5.25,,
50,Bangladesh,2019,Female,15 to 19 years,RATE_PER_100000,3.55,,
50,Bangladesh,2019,Female,15 to 24 years,RATE_PER_100000,2.94,,
50,Bangladesh,2019,Female,55 to 64 years,RATE_PER_100000,1.65,,
50,Bangladesh,2019,Male,65 to 74 years,RATE_PER_100000,10.22,,
100,Bulgaria,2019,Total,55 to 64 years,RATE_PER_100000,12.58,,
100,Bulgaria,2019,Total,65 to 74 years,RATE_PER_100000,15.16,,
100,Bulgaria,2019,Female,15 to 19 years,RATE_PER_100000,1.75,,
36,Australia,2019,Male,15 to 19 years,RATE_PER_100000,14.31,,
36,Australia,2019,Male,30 to 49 years,RATE_PER_100000,26.76,,
40,Austria,2019,Total,35 to 44 years,RATE_PER_100000,14.11,,
40,Austria,2019,Total,75 to 84 years,RATE_PER_100000,33,,
40,Austria,2019,Female,25 to 34 years,RATE_PER_100000,2.68,,
40,Austria,2019,Male,15 to 29 years,RATE_PER_100000,12.89,,
40,Austria,2019,Male,75 to 84 years,RATE_PER_100000,61.86,,
31,Azerbaijan,2019,Total,15 to 29 years,RATE_PER_100000,4.37,,
31,Azerbaijan,2019,Total,30 to 49 years,RATE_PER_100000,5.19,,
31,Azerbaijan,2019,Total,75 to 84 years,RATE_PER_100000,10.4,,
31,Azerbaijan,2019,Female,15 to 29 years,RATE_PER_100000,1.36,,
31,Azerbaijan,2019,Female,25 to 34 years,RATE_PER_100000,1.36,,
31,Azerbaijan,2019,Female,30 to 49 years,RATE_PER_100000,1.49,,
31,Azerbaijan,2019,Female,35 to 44 years,RATE_PER_100000,1.5,,
31,Azerbaijan,2019,Female,85 plus years,RATE_PER_100000,16.87,,
31,Azerbaijan,2019,Male,15 to 19 years,RATE_PER_100000,4.41,,
100,Bulgaria,2019,Female,30 to 49 years,RATE_PER_100000,3.63,,
100,Bulgaria,2019,Male,15 to 19 years,RATE_PER_100000,3.57,,
100,Bulgaria,2019,Male,25 to 34 years,RATE_PER_100000,10.18,,
100,Bulgaria,2019,Male,30 to 49 years,RATE_PER_100000,11.58,,
100,Bulgaria,2019,Male,85 plus years,RATE_PER_100000,75.38,,
48,Bahrain,2019,Total,25 to 34 years,RATE_PER_100000,13.21,,
48,Bahrain,2019,Total,30 to 49 years,RATE_PER_100000,12.51,,
48,Bahrain,2019,Female,15 to 24 years,RATE_PER_100000,2.7,,
48,Bahrain,2019,Female,15 to 29 years,RATE_PER_100000,2.89,,
48,Bahrain,2019,Female,25 to 34 years,RATE_PER_100000,5.12,,
48,Bahrain,2019,Female,30 to 49 years,RATE_PER_100000,3.97,,
48,Bahrain,2019,Female,45 to 54 years,RATE_PER_100000,1.21,,
31,Azerbaijan,2019,Male,15 to 24 years,RATE_PER_100000,6.38,,
108,Burundi,2019,Total,35 to 44 years,RATE_PER_100000,9.4,,
108,Burundi,2019,Female,15 to 29 years,RATE_PER_100000,2.53,,
108,Burundi,2019,Female,30 to 49 years,RATE_PER_100000,3.78,,
854,Burkina Faso,2019,Female,Total years,RATE_PER_100000,3.66,2.11,5.98
854,Burkina Faso,2019,Male,75 to 84 years,RATE_PER_100000,129.92,,
50,Bangladesh,2019,Total,15 to 24 years,RATE_PER_100000,4.28,,
50,Bangladesh,2019,Total,30 to 49 years,RATE_PER_100000,4.4,,
50,Bangladesh,2019,Total,65 to 74 years,RATE_PER_100000,6.36,,
50,Bangladesh,2019,Female,30 to 49 years,RATE_PER_100000,1.71,,
50,Bangladesh,2019,Female,75 to 84 years,RATE_PER_100000,3.05,,
50,Bangladesh,2019,Male,15 to 19 years,RATE_PER_100000,4.81,,
50,Bangladesh,2019,Male,Total years,RATE_PER_100000,5.66,3.53,8.77
100,Bulgaria,2019,Total,15 to 19 years,RATE_PER_100000,2.69,,
100,Bulgaria,2019,Total,15 to 24 years,RATE_PER_100000,3.68,,
100,Bulgaria,2019,Total,15 to 29 years,RATE_PER_100000,4.73,,
100,Bulgaria,2019,Total,30 to 49 years,RATE_PER_100000,7.73,,
100,Bulgaria,2019,Total,75 to 84 years,RATE_PER_100000,23.67,,
100,Bulgaria,2019,Female,15 to 24 years,RATE_PER_100000,2.14,,
100,Bulgaria,2019,Female,25 to 34 years,RATE_PER_100000,2.42,,
100,Bulgaria,2019,Female,45 to 54 years,RATE_PER_100000,4.93,,
100,Bulgaria,2019,Female,55 to 64 years,RATE_PER_100000,4.49,,
100,Bulgaria,2019,Female,65 to 74 years,RATE_PER_100000,6.06,,
100,Bulgaria,2019,Female,75 to 84 years,RATE_PER_100000,11.43,,
100,Bulgaria,2019,Female,85 plus years,RATE_PER_100000,14.61,,
100,Bulgaria,2019,Male,45 to 54 years,RATE_PER_100000,16.03,,
48,Bahrain,2019,Total,15 to 19 years,RATE_PER_100000,4.77,,
48,Bahrain,2019,Total,55 to 64 years,RATE_PER_100000,5.41,,
108,Burundi,2019,Female,45 to 54 years,RATE_PER_100000,9.28,,
108,Burundi,2019,Female,Total years,RATE_PER_100000,3.36,1.92,5.49
108,Burundi,2019,Male,15 to 29 years,RATE_PER_100000,7.13,,
108,Burundi,2019,Male,35 to 44 years,RATE_PER_100000,15.16,,
100,Bulgaria,2019,Total,35 to 44 years,RATE_PER_100000,7.31,,
100,Bulgaria,2019,Total,45 to 54 years,RATE_PER_100000,10.57,,
100,Bulgaria,2019,Female,15 to 29 years,RATE_PER_100000,2.19,,
100,Bulgaria,2019,Female,35 to 44 years,RATE_PER_100000,3.41,,
100,Bulgaria,2019,Female,Total years,RATE_PER_100000,4.44,3.07,6.24
100,Bulgaria,2019,Male,15 to 29 years,RATE_PER_100000,7.11,,
100,Bulgaria,2019,Male,35 to 44 years,RATE_PER_100000,10.96,,
100,Bulgaria,2019,Male,55 to 64 years,RATE_PER_100000,21.36,,
100,Bulgaria,2019,Male,65 to 74 years,RATE_PER_100000,27.38,,
100,Bulgaria,2019,Male,Total years,RATE_PER_100000,15.3244,10.9452,20.7106
48,Bahrain,2019,Total,15 to 29 years,RATE_PER_100000,10.47,,
48,Bahrain,2019,Total,35 to 44 years,RATE_PER_100000,12.1,,
108,Burundi,2019,Male,Total years,RATE_PER_100000,9.18,5.36,15.0986
56,Belgium,2019,Total,15 to 19 years,RATE_PER_100000,4.86,,
56,Belgium,2019,Total,25 to 34 years,RATE_PER_100000,13.65,,
56,Belgium,2019,Total,45 to 54 years,RATE_PER_100000,28.48,,
56,Belgium,2019,Total,55 to 64 years,RATE_PER_100000,28.69,,
56,Belgium,2019,Female,15 to 24 years,RATE_PER_100000,3.31,,
56,Belgium,2019,Female,45 to 54 years,RATE_PER_100000,20.46,,
56,Belgium,2019,Female,85 plus years,RATE_PER_100000,19.82,,
56,Belgium,2019,Male,15 to 24 years,RATE_PER_100000,10.18,,
56,Belgium,2019,Male,15 to 29 years,RATE_PER_100000,13.12,,
56,Belgium,2019,Male,25 to 34 years,RATE_PER_100000,20.78,,
204,Benin,2019,Total,15 to 19 years,RATE_PER_100000,4.53,,
48,Bahrain,2019,Total,45 to 54 years,RATE_PER_100000,8.5,,
48,Bahrain,2019,Female,15 to 19 years,RATE_PER_100000,1.81,,
48,Bahrain,2019,Female,35 to 44 years,RATE_PER_100000,2.69,,
48,Bahrain,2019,Female,65 to 74 years,RATE_PER_100000,2.15,,
48,Bahrain,2019,Male,15 to 24 years,RATE_PER_100000,13.06,,
48,Bahrain,2019,Male,35 to 44 years,RATE_PER_100000,16.02,,
48,Bahrain,2019,Male,45 to 54 years,RATE_PER_100000,12.32,,
48,Bahrain,2019,Male,55 to 64 years,RATE_PER_100000,8.19,,
48,Bahrain,2019,Male,65 to 74 years,RATE_PER_100000,7.7,,
48,Bahrain,2019,Male,85 plus years,RATE_PER_100000,43.69,,
48,Bahrain,2019,Male,Total years,RATE_PER_100000,12.47,7.61,17.8239
44,Bahamas,2019,Total,15 to 24 years,RATE_PER_100000,3.35,,
44,Bahamas,2019,Total,15 to 29 years,RATE_PER_100000,4.21,,
44,Bahamas,2019,Total,55 to 64 years,RATE_PER_100000,4.19,,
44,Bahamas,2019,Total,65 to 74 years,RATE_PER_100000,4.78,,
44,Bahamas,2019,Total,75 to 84 years,RATE_PER_100000,6.05,,
44,Bahamas,2019,Total,85 plus years,RATE_PER_100000,11.26,,
44,Bahamas,2019,Total,Total years,RATE_PER_100000,3.54,2.42,5.02
44,Bahamas,2019,Female,25 to 34 years,RATE_PER_100000,2.56,,
44,Bahamas,2019,Female,35 to 44 years,RATE_PER_100000,1.75,,
204,Benin,2019,Total,85 plus years,RATE_PER_100000,126.42,,
204,Benin,2019,Female,15 to 19 years,RATE_PER_100000,2.59,,
204,Benin,2019,Female,15 to 29 years,RATE_PER_100000,3.02,,
204,Benin,2019,Female,Total years,RATE_PER_100000,3.83,2.11,6.44
204,Benin,2019,Male,30 to 49 years,RATE_PER_100000,18.66,,
204,Benin,2019,Male,35 to 44 years,RATE_PER_100000,18.27,,
204,Benin,2019,Male,65 to 74 years,RATE_PER_100000,66.53,,
854,Burkina Faso,2019,Female,35 to 44 years,RATE_PER_100000,4.41,,
48,Bahrain,2019,Female,75 to 84 years,RATE_PER_100000,6.61,,
48,Bahrain,2019,Male,75 to 84 years,RATE_PER_100000,17.4,,
44,Bahamas,2019,Female,15 to 24 years,RATE_PER_100000,1.54,,
44,Bahamas,2019,Female,65 to 74 years,RATE_PER_100000,1.14,,
44,Bahamas,2019,Male,15 to 19 years,RATE_PER_100000,2.42,,
44,Bahamas,2019,Male,30 to 49 years,RATE_PER_100000,7.95,,
44,Bahamas,2019,Male,35 to 44 years,RATE_PER_100000,8.44,,
44,Bahamas,2019,Male,45 to 54 years,RATE_PER_100000,7.37,,
70,Bosnia and Herzegovina,2019,Total,85 plus years,RATE_PER_100000,54.59,,
70,Bosnia and Herzegovina,2019,Female,15 to 24 years,RATE_PER_100000,3.7,,
70,Bosnia and Herzegovina,2019,Female,25 to 34 years,RATE_PER_100000,2.82,,
70,Bosnia and Herzegovina,2019,Female,30 to 49 years,RATE_PER_100000,3.95,,
854,Burkina Faso,2019,Female,55 to 64 years,RATE_PER_100000,15.91,,
854,Burkina Faso,2019,Male,15 to 24 years,RATE_PER_100000,7.14,,
854,Burkina Faso,2019,Male,25 to 34 years,RATE_PER_100000,11.9,,
854,Burkina Faso,2019,Male,30 to 49 years,RATE_PER_100000,19.09,,
854,Burkina Faso,2019,Male,55 to 64 years,RATE_PER_100000,57.96,,
854,Burkina Faso,2019,Male,65 to 74 years,RATE_PER_100000,94.94,,
854,Burkina Faso,2019,Male,85 plus years,RATE_PER_100000,444.7,,
854,Burkina Faso,2019,Male,Total years,RATE_PER_100000,11.3168,6.61,17.7062
50,Bangladesh,2019,Total,55 to 64 years,RATE_PER_100000,4.92,,
50,Bangladesh,2019,Female,35 to 44 years,RATE_PER_100000,1.85,,
50,Bangladesh,2019,Female,65 to 74 years,RATE_PER_100000,2.16,,
50,Bangladesh,2019,Male,15 to 24 years,RATE_PER_100000,5.58,,
44,Bahamas,2019,Female,45 to 54 years,RATE_PER_100000,1.25,,
44,Bahamas,2019,Female,55 to 64 years,RATE_PER_100000,1.09,,
44,Bahamas,2019,Female,75 to 84 years,RATE_PER_100000,1.26,,
44,Bahamas,2019,Female,85 plus years,RATE_PER_100000,2.23,,
44,Bahamas,2019,Male,25 to 34 years,RATE_PER_100000,8.64,,
44,Bahamas,2019,Male,65 to 74 years,RATE_PER_100000,9.26,,
44,Bahamas,2019,Male,75 to 84 years,RATE_PER_100000,12.74,,
44,Bahamas,2019,Male,85 plus years,RATE_PER_100000,24.91,,
70,Bosnia and Herzegovina,2019,Total,25 to 34 years,RATE_PER_100000,7.64,,
70,Bosnia and Herzegovina,2019,Total,35 to 44 years,RATE_PER_100000,10.72,,
70,Bosnia and Herzegovina,2019,Female,15 to 29 years,RATE_PER_100000,3.61,,
70,Bosnia and Herzegovina,2019,Female,85 plus years,RATE_PER_100000,19.91,,
70,Bosnia and Herzegovina,2019,Female,Total years,RATE_PER_100000,4.51,2.97,6.58
70,Bosnia and Herzegovina,2019,Male,25 to 34 years,RATE_PER_100000,12.25,,
70,Bosnia and Herzegovina,2019,Male,85 plus years,RATE_PER_100000,116.82,,
112,Belarus,2019,Total,15 to 19 years,RATE_PER_100000,6.93,,
112,Belarus,2019,Total,15 to 24 years,RATE_PER_100000,7.92,,
112,Belarus,2019,Total,25 to 34 years,RATE_PER_100000,17.8,,
112,Belarus,2019,Total,30 to 49 years,RATE_PER_100000,25.2,,
112,Belarus,2019,Total,65 to 74 years,RATE_PER_100000,30.86,,
112,Belarus,2019,Female,15 to 19 years,RATE_PER_100000,2.21,,
112,Belarus,2019,Female,75 to 84 years,RATE_PER_100000,17.42,,
112,Belarus,2019,Male,25 to 34 years,RATE_PER_100000,29.99,,
112,Belarus,2019,Male,35 to 44 years,RATE_PER_100000,43.47,,
50,Bangladesh,2019,Male,55 to 64 years,RATE_PER_100000,7.88,,
50,Bangladesh,2019,Male,75 to 84 years,RATE_PER_100000,17.8,,
100,Bulgaria,2019,Total,85 plus years,RATE_PER_100000,35.43,,
100,Bulgaria,2019,Total,Total years,RATE_PER_100000,9.73,6.89,13.2706
70,Bosnia and Herzegovina,2019,Female,45 to 54 years,RATE_PER_100000,5.21,,
70,Bosnia and Herzegovina,2019,Female,65 to 74 years,RATE_PER_100000,6.57,,
70,Bosnia and Herzegovina,2019,Male,30 to 49 years,RATE_PER_100000,16.84,,
70,Bosnia and Herzegovina,2019,Male,75 to 84 years,RATE_PER_100000,46.1,,
112,Belarus,2019,Total,15 to 29 years,RATE_PER_100000,10.77,,
112,Belarus,2019,Female,15 to 29 years,RATE_PER_100000,3.21,,
112,Belarus,2019,Female,65 to 74 years,RATE_PER_100000,10.59,,
112,Belarus,2019,Female,85 plus years,RATE_PER_100000,28.45,,
100,Bulgaria,2019,Male,15 to 24 years,RATE_PER_100000,5.12,,
100,Bulgaria,2019,Male,75 to 84 years,RATE_PER_100000,44.21,,
48,Bahrain,2019,Total,15 to 24 years,RATE_PER_100000,8.61,,
48,Bahrain,2019,Total,65 to 74 years,RATE_PER_100000,5.32,,
112,Belarus,2019,Male,15 to 29 years,RATE_PER_100000,17.95,,
112,Belarus,2019,Male,75 to 84 years,RATE_PER_100000,85.56,,
112,Belarus,2019,Male,Total years,RATE_PER_100000,36.7291,25.4954,52.8465
84,Belize,2019,Total,45 to 54 years,RATE_PER_100000,7.84,,
84,Belize,2019,Total,55 to 64 years,RATE_PER_100000,10.53,,
84,Belize,2019,Total,65 to 74 years,RATE_PER_100000,13.62,,
84,Belize,2019,Female,35 to 44 years,RATE_PER_100000,1.38,,
84,Belize,2019,Male,15 to 24 years,RATE_PER_100000,8.51,,
84,Belize,2019,Male,55 to 64 years,RATE_PER_100000,18.12,,
68,Bolivia (Plurinational State of),2019,Total,15 to 24 years,RATE_PER_100000,6.73,,
68,Bolivia (Plurinational State of),2019,Total,30 to 49 years,RATE_PER_100000,6.86,,
68,Bolivia (Plurinational State of),2019,Total,35 to 44 years,RATE_PER_100000,6.89,,
48,Bahrain,2019,Total,Total years,RATE_PER_100000,8.86,5.46,12.6799
48,Bahrain,2019,Female,55 to 64 years,RATE_PER_100000,1.21,,
48,Bahrain,2019,Female,Total years,RATE_PER_100000,2.37,1.58,3.43
48,Bahrain,2019,Male,15 to 19 years,RATE_PER_100000,7.24,,
44,Bahamas,2019,Total,25 to 34 years,RATE_PER_100000,5.58,,
44,Bahamas,2019,Total,30 to 49 years,RATE_PER_100000,4.78,,
44,Bahamas,2019,Total,35 to 44 years,RATE_PER_100000,4.95,,
44,Bahamas,2019,Total,45 to 54 years,RATE_PER_100000,4.16,,
112,Belarus,2019,Male,85 plus years,RATE_PER_100000,186.25,,
84,Belize,2019,Total,15 to 19 years,RATE_PER_100000,3.62,,
84,Belize,2019,Total,15 to 24 years,RATE_PER_100000,5.36,,
84,Belize,2019,Total,15 to 29 years,RATE_PER_100000,7.96,,
84,Belize,2019,Total,35 to 44 years,RATE_PER_100000,9.68,,
84,Belize,2019,Female,15 to 24 years,RATE_PER_100000,2.21,,
84,Belize,2019,Female,15 to 29 years,RATE_PER_100000,2.54,,
84,Belize,2019,Female,75 to 84 years,RATE_PER_100000,3.44,,
84,Belize,2019,Female,Total years,RATE_PER_100000,1.72,1.2,2.39
84,Belize,2019,Male,35 to 44 years,RATE_PER_100000,18.65,,
84,Belize,2019,Male,Total years,RATE_PER_100000,12.4645,9.01,16.7185
68,Bolivia (Plurinational State of),2019,Total,65 to 74 years,RATE_PER_100000,17.33,,
68,Bolivia (Plurinational State of),2019,Total,75 to 84 years,RATE_PER_100000,17.63,,
68,Bolivia (Plurinational State of),2019,Total,Total years,RATE_PER_100000,6.21,3.27,10.15
68,Bolivia (Plurinational State of),2019,Female,35 to 44 years,RATE_PER_100000,4.12,,
68,Bolivia (Plurinational State of),2019,Female,55 to 64 years,RATE_PER_100000,5.61,,
68,Bolivia (Plurinational State of),2019,Female,65 to 74 years,RATE_PER_100000,7.14,,
68,Bolivia (Plurinational State of),2019,Female,85 plus years,RATE_PER_100000,7.93,,
68,Bolivia (Plurinational State of),2019,Female,Total years,RATE_PER_100000,4.05,2.1,6.99
68,Bolivia (Plurinational State of),2019,Male,15 to 19 years,RATE_PER_100000,6.08,,
44,Bahamas,2019,Female,15 to 19 years,RATE_PER_100000,1.08,,
44,Bahamas,2019,Female,15 to 29 years,RATE_PER_100000,1.87,,
44,Bahamas,2019,Female,30 to 49 years,RATE_PER_100000,1.86,,
70,Bosnia and Herzegovina,2019,Total,30 to 49 years,RATE_PER_100000,10.5,,
68,Bolivia (Plurinational State of),2019,Total,45 to 54 years,RATE_PER_100000,10.06,,
